rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
3427,9458613,K00707.02,Kepler-33 f,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,41.028342400,1.4180000e-04,-1.4180000e-04,172.5748100,2.620000e-03,-2.620000e-03,0.0110,0.3480,-0.0110,9.80520,0.07510,-0.07510,5.4140e+02,8.300e+00,-8.300e+00,3.92,6.000e-01,-9.700e-01,691.0,,,53.80,23.40,-25.62,66.50,2,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
3434,9458613,K00707.03,Kepler-33 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,31.784815700,1.0060000e-04,-1.0060000e-04,135.8710500,2.690000e-03,-2.690000e-03,0.0150,0.4130,-0.0150,8.80770,0.08060,-0.08060,4.4450e+02,8.000e+00,-8.000e+00,3.55,5.400e-01,-8.700e-01,752.0,,,75.59,32.87,-36.00,57.60,3,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
3435,9458613,K00707.04,Kepler-33 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.175559990,3.6110000e-05,-3.6110000e-05,143.6789000,2.150000e-03,-2.150000e-03,0.0130,0.3530,-0.0130,6.66770,0.05820,-0.05820,2.8000e+02,5.900e+00,-5.900e+00,2.82,4.300e-01,-7.000e-01,1009.0,,,244.58,106.35,-116.49,48.80,4,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
3436,9458613,K00707.05,Kepler-33 b,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.668158210,1.5660000e-05,-1.5660000e-05,131.8874300,2.320000e-03,-2.320000e-03,0.1770,0.2180,-0.1770,4.90640,0.05870,-0.05870,1.1970e+02,4.600e+00,-4.600e+00,1.85,2.800e-01,-4.600e-01,1336.0,,,752.70,327.29,-358.52,27.30,5,q1_q17_dr25_tce,5900.00,117.00,-117.00,4.022,0.195,-0.090,1.6940,0.2570,-0.4180,289.077550,46.005219,13.988
8819,9509207,K07181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,14.199840087,1.7900000e-06,-1.7900000e-06,135.7480910,1.020000e-04,-1.020000e-04,0.7720,0.0080,-0.0080,5.98531,0.00551,-0.00551,2.1460e+05,1.660e+02,-1.660e+02,85.76,2.220e+01,-2.711e+01,907.0,,,159.99,125.37,-94.54,1408.60,1,q1_q17_dr25_tce,5864.00,176.00,-193.00,4.139,0.299,-0.161,1.4140,0.3660,-0.4470,282.668210,46.160130,13.135
1860,9517393,K02076.01,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,56.776983100,3.3330000e-04,-3.3330000e-04,181.0978900,4.130000e-03,-4.130000e-03,0.7030,0.0420,-0.5050,6.86400,0.15200,-0.15200,8.8430e+02,2.840e+01,-2.840e+01,3.21,8.000e-01,-3.400e-01,491.0,,,13.74,10.38,-4.03,33.60,2,q1_q17_dr25_tce,6063.00,181.00,-181.00,4.476,0.055,-0.165,1.0120,0.2520,-0.1080,287.477630,46.141178,15.273
5357,9517393,K02076.02,Kepler-1085 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,219.321556200,8.5170000e-04,-8.5170000e-04,320.7286200,2.180000e-03,-2.180000e-03,0.2440,0.0780,-0.2440,12.41240,0.09640,-0.09640,3.6287e+03,4.120e+01,-4.120e+01,6.11,1.520e+00,-6.500e-01,313.0,,,2.27,1.71,-0.67,93.80,1,q1_q17_dr25_tce,6063.00,181.00,-181.00,4.476,0.055,-0.165,1.0120,0.2520,-0.1080,287.477630,46.141178,15.273
3437,9530945,K00708.01,Kepler-216 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.406652160,3.3600000e-05,-3.3600000e-05,171.0068800,1.580000e-03,-1.580000e-03,0.0220,0.3320,-0.0220,6.86400,0.05180,-0.05180,5.8690e+02,7.400e+00,-7.400e+00,2.95,5.000e-01,-4.600e-01,814.0,,,104.04,51.40,-36.02,85.70,1,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.274,0.143,-0.117,1.2160,0.2070,-0.1880,293.728060,46.129150,13.998
3446,9530945,K00708.02,Kepler-216 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.693636270,2.0570000e-05,-2.0570000e-05,176.5035000,2.240000e-03,-2.240000e-03,0.3660,0.1420,-0.3660,5.03240,0.06560,-0.06560,2.9510e+02,6.000e+00,-6.000e+00,2.12,3.600e-01,-3.300e-01,1069.0,,,308.61,152.48,-106.84,55.10,2,q1_q17_dr25_tce,6086.00,134.00,-134.00,4.274,0.143,-0.117,1.2160,0.2070,-0.1880,293.728060,46.129150,13.998
5861,9532424,K02941.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,4.309085940,1.5540000e-05,-1.5540000e-05,134.7080400,2.870000e-03,-2.870000e-03,0.8710,0.0650,-0.6350,1.52000,0.10300,-0.10300,1.6080e+02,1.180e+01,-1.180e+01,1.62,4.400e-01,-2.900e-01,1172.0,,,445.13,355.98,-181.14,17.00,1,q1_q17_dr25_tce,5754.00,156.00,-173.00,4.348,0.149,-0.182,1.0970,0.2980,-0.1990,294.292690,46.159409,14.562
5283,9533489,K03783.01,,CANDIDATE,CANDIDATE,0.5210,0,0,0,0,197.145532700,3.0180000e-04,-3.0180000e-04,300.1769780,8.810000e-04,-8.810000e-04,1.2510,17.9500,-0.2270,2.11450,0.05400,-0.05400,5.6640e+03,1.210e+02,-1.210e+02,72.16,2.212e+01,-1.477e+01,498.0,,,14.53,13.13,-6.96,56.80,1,q1_q17_dr25_tce,7214.00,200.00,-342.00,4.093,0.112,-0.192,1.9350,0.5930,-0.3960,294.673770,46.122673,12.962
3862,9535876,K04225.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.960843605,3.6990000e-06,-3.6990000e-06,131.7739000,3.160000e-03,-3.160000e-03,1.1430,0.9510,-0.1260,3.22000,0.19500,-0.19500,1.4170e+02,6.800e+00,-6.800e+00,19.15,5.400e+00,-2.690e+00,1904.0,,,3120.32,2604.65,-1123.24,25.50,1,q1_q17_dr25_tce,5708.00,160.00,-200.00,4.378,0.087,-0.188,1.1290,0.3180,-0.1590,295.557560,46.172241,14.920
3880,9535881,K04228.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0,0.960842633,4.4000000e-07,-4.4000000e-07,131.7776630,3.670000e-04,-3.670000e-04,1.3410,0.3630,-0.2390,2.64410,0.02060,-0.02060,2.0229e+03,1.340e+01,-1.340e+01,67.53,2.093e+01,-1.396e+01,2808.0,,,14655.53,13807.27,-6885.77,176.10,1,q1_q17_dr25_tce,7381.00,232.00,-310.00,4.186,0.124,-0.186,1.5970,0.4950,-0.3300,295.559600,46.178040,13.402
8337,9541144,K07603.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,0.536650344,7.9800000e-06,-7.9800000e-06,131.7073000,1.450000e-02,-1.450000e-02,0.7718,0.1991,-0.5277,2.87800,0.60100,-0.60100,2.5800e+01,4.300e+00,-4.300e+00,1.57,6.500e-01,-8.800e-01,3380.0,,,30860.16,39181.42,-25778.73,7.00,1,q1_q17_dr24_tce,5490.00,185.00,-190.00,3.681,0.560,-0.560,2.8250,1.1580,-1.5950,297.286650,46.139839,13.921
6461,9575728,K05692.01,,CANDIDATE,CANDIDATE,0.9940,0,0,0,0,2.641812610,2.0620000e-05,-2.0620000e-05,132.5319200,5.760000e-03,-5.760000e-03,0.6080,0.3570,-0.3850,2.12700,0.22000,-0.22000,7.0000e+01,6.700e+00,-6.700e+00,0.59,1.000e-02,-3.000e-02,834.0,,,114.08,14.40,-19.57,12.70,1,q1_q17_dr25_tce,4147.00,82.00,-82.00,4.601,0.042,-0.007,0.6830,0.0140,-0.0360,285.636290,46.247269,14.137
7654,9588862,K07195.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.897739740,6.6920000e-05,-6.6920000e-05,133.4242300,8.060000e-03,-8.060000e-03,0.1566,0.3011,-0.1566,2.24300,0.26200,-0.26200,7.7900e+01,1.240e+01,-1.240e+01,1.00,5.200e-01,-1.100e-01,1150.0,,,414.11,647.92,-130.24,8.10,1,q1_q17_dr24_tce,6300.00,160.00,-211.00,4.371,0.079,-0.079,1.1260,0.5890,-0.1280,292.155430,46.204529,14.742
1014,9589323,K01488.01,Kepler-861 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.949627144,5.3000000e-06,-5.3000000e-06,134.6109600,1.130000e-03,-1.130000e-03,0.0490,0.3790,-0.0490,1.54850,0.03870,-0.03870,8.0720e+02,2.170e+01,-2.170e+01,2.32,2.900e-01,-2.200e-01,966.0,,,206.05,90.56,-56.01,45.10,1,q1_q17_dr25_tce,5155.00,170.00,-154.00,4.523,0.056,-0.084,0.8360,0.1040,-0.0780,292.353940,46.226280,15.623
540,9595686,K00944.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.108251172,1.5900000e-06,-1.5900000e-06,170.2445660,4.090000e-04,-4.090000e-04,0.9000,0.0120,-0.0260,2.50480,0.06460,-0.06460,1.8677e+03,1.550e+01,-1.550e+01,4.43,7.400e-01,-4.900e-01,1096.0,,,340.69,180.70,-99.18,156.50,1,q1_q17_dr25_tce,5330.00,159.00,-143.00,4.495,0.085,-0.114,0.8470,0.1410,-0.0940,294.799740,46.207569,15.361
3791,9597729,K04417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,1,0,0.438153876,5.9400000e-07,-5.9400000e-07,131.5167000,1.180000e-03,-1.180000e-03,1.1240,0.8130,-0.1090,1.38850,0.07430,-0.07430,1.6480e+02,6.500e+00,-6.500e+00,14.00,4.190e+00,-1.400e+00,2407.0,,,8008.07,7021.63,-2333.55,33.40,2,q1_q17_dr25_tce,6032.00,162.00,-198.00,4.508,0.039,-0.208,0.9290,0.2780,-0.0930,295.547550,46.287682,14.840
8252,9597729,K04417.02,,FALSE POSITIVE,FALSE POSITIVE,0.1310,0,0,1,0,0.876305040,1.7290000e-06,-1.7290000e-06,131.9562200,1.670000e-03,-1.670000e-03,1.2070,3.6250,-0.1330,1.11000,0.09660,-0.09660,1.7090e+02,8.500e+00,-8.500e+00,22.24,6.660e+00,-2.220e+00,1911.0,,,3156.02,2767.26,-919.66,25.20,1,q1_q17_dr25_tce,6032.00,0.00,0.00,4.508,0.000,0.000,0.9290,0.2780,-0.0930,295.547550,46.287682,14.840
9316,9602658,K07948.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,3.556504030,6.8380000e-05,-6.8380000e-05,133.5416000,1.390000e-02,-1.390000e-02,0.8460,0.1250,-0.5960,6.86200,0.48600,-0.48600,1.3230e+02,1.330e+01,-1.330e+01,0.56,7.000e-02,-9.000e-02,580.0,,,26.66,12.76,-10.17,11.80,1,q1_q17_dr25_tce,3745.00,122.00,-133.00,4.819,0.077,-0.056,0.4270,0.0600,-0.0660,297.162840,46.276310,15.802
775,9632895,K01451.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,27.322044880,1.1640000e-06,-1.1640000e-06,159.7472774,3.350000e-05,-3.350000e-05,0.2570,0.0030,-0.0040,5.67160,0.00279,-0.00279,7.7474e+04,2.570e+01,-2.570e+01,21.58,4.720e+00,-1.910e+00,531.0,,,18.81,12.28,-4.79,3622.70,1,q1_q17_dr25_tce,5620.00,152.00,-152.00,4.592,0.036,-0.135,0.7720,0.1690,-0.0680,283.241300,46.378471,13.552
5287,9641008,K03860.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,2.178154774,2.7070000e-06,-2.7070000e-06,132.0243300,1.080000e-03,-1.080000e-03,1.2230,2.7120,-0.0160,3.53020,0.05180,-0.05180,6.6260e+02,8.900e+00,-8.900e+00,19.46,3.200e+00,-1.370e+00,1180.0,,,457.16,239.17,-102.44,89.20,1,q1_q17_dr25_tce,5515.00,163.00,-147.00,4.624,0.035,-0.105,0.7120,0.1170,-0.0500,288.009980,46.306061,14.489
2734,9641041,K00324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.089077863,1.1730000e-06,-1.1730000e-06,171.2305010,9.390000e-04,-9.390000e-04,0.7780,0.0320,-0.1780,2.46760,0.03330,-0.03330,1.3360e+02,1.500e+00,-1.500e+00,1.96,4.100e-01,-5.400e-01,2359.0,,,7312.11,4420.58,-3871.80,104.80,1,q1_q17_dr25_tce,6280.00,157.00,-173.00,4.098,0.228,-0.123,1.5510,0.3190,-0.4260,288.024540,46.305870,12.217
9360,9643210,K07952.01,,FALSE POSITIVE,FALSE POSITIVE,0.0380,1,0,0,0,3.850304552,,,132.1063696,,,0.2900,,,1.53370,,,1.5800e+02,,,0.28,4.000e-02,-3.000e-02,407.0,,,6.44,2.41,-1.60,5.30,2,q1_q17_dr25_tce,3274.00,42.00,-32.00,5.044,0.044,-0.044,0.2240,0.0320,-0.0260,289.241580,46.359711,15.610
8434,9644683,K07214.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1,0.585940879,4.3500000e-07,-4.3500000e-07,131.7057420,6.600000e-04,-6.600000e-04,1.2540,0.1330,-0.0910,4.69790,0.06630,-0.06630,1.9436e+03,1.360e+01,-1.360e+01,26.57,5.430e+00,-2.340e+00,1873.0,,,2897.54,1926.34,-806.74,189.90,1,q1_q17_dr25_tce,5459.00,191.00,-191.00,4.583,0.032,-0.128,0.7970,0.1630,-0.0700,289.994080,46.304871,15.912
9460,9649205,K08184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0120,1,0,0,0,237.266010000,2.4400000e-02,-2.4400000e-02,315.9446000,4.600000e-02,-4.600000e-02,0.0340,0.4100,-0.0340,8.74000,1.90000,-1.90000,1.5040e+02,2.170e+01,-2.170e+01,1.23,2.500e-01,-1.700e-01,299.0,,,1.89,1.20,-0.66,8.60,1,q1_q17_dr25_tce,5786.00,173.00,-190.00,4.402,0.100,-0.138,1.0070,0.2070,-0.1380,291.848420,46.339661,11.594
1372,9650808,K01970.01,Kepler-344 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,21.964016460,6.9640000e-05,-6.9640000e-05,133.0358600,2.510000e-03,-2.510000e-03,0.4830,0.0000,-0.4460,2.75090,0.07660,-0.07660,6.9340e+02,2.830e+01,-2.830e+01,2.57,7.200e-01,-3.100e-01,643.0,,,40.41,33.23,-12.70,26.90,1,q1_q17_dr25_tce,5774.00,156.00,-173.00,4.447,0.081,-0.189,0.9580,0.2680,-0.1150,292.499630,46.324409,15.378
1373,9650808,K01970.02,Kepler-344 c,CONFIRMED,CANDIDATE,0.8990,0,0,0,0,125.602323000,1.1140000e-03,-1.1140000e-03,215.4336000,6.290000e-03,-6.290000e-03,0.0650,0.4000,-0.0650,7.10500,0.20600,-0.20600,9.2570e+02,4.110e+01,-4.110e+01,2.89,8.100e-01,-3.500e-01,360.0,,,3.95,3.25,-1.24,23.30,2,q1_q17_dr25_tce,5774.00,156.00,-173.00,4.447,0.081,-0.189,0.9580,0.2680,-0.1150,292.499630,46.324409,15.378
2645,9650989,K03095.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,3.423908090,1.7900000e-05,-1.7900000e-05,132.8832600,4.230000e-03,-4.230000e-03,0.2130,0.2430,-0.2130,1.77300,0.13400,-0.13400,1.5310e+02,1.400e+01,-1.400e+01,1.25,2.000e-01,-8.000e-02,1212.0,,,508.75,211.76,-92.51,13.10,1,q1_q17_dr25_tce,5788.00,78.00,-86.00,4.442,0.051,-0.119,1.0150,0.1610,-0.0690,292.573360,46.366840,15.067
2104,9653622,K02513.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,19.005409800,6.0400000e-05,-6.0400000e-05,144.1557400,2.660000e-03,-2.660000e-03,1.2280,71.2200,-4.9890,1.84300,0.15200,-0.15200,5.4240e+02,3.500e+01,-3.500e+01,28.47,9.160e+00,-3.650e+00,758.0,,,78.19,74.12,-26.61,20.20,1,q1_q17_dr25_tce,6347.00,176.00,-220.00,4.423,0.067,-0.202,1.0360,0.3330,-0.1330,293.668850,46.379250,14.839
1715,9654875,K02272.01,,FALSE POSITIVE,FALSE POSITIVE,0.0360,1,0,0,0,1.341452550,1.3090000e-05,-1.3090000e-05,132.6910600,8.210000e-03,-8.210000e-03,0.6800,0.2360,-0.4400,7.50200,0.22700,-0.22700,2.6600e+01,1.100e+00,-1.100e+00,1.31,2.800e-01,-4.600e-01,3015.0,,,19568.74,13259.64,-12680.97,31.20,1,q1_q17_dr25_tce,7495.00,235.00,-314.00,3.926,0.266,-0.123,2.3890,0.5200,-0.8450,294.153660,46.309681,12.783
9481,9656397,K03543.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,204.741047580,6.0670000e-05,-6.0670000e-05,202.8713140,2.210000e-04,-2.210000e-04,0.5960,0.0050,-0.0090,20.53570,0.01320,-0.01320,3.3380e+05,1.930e+02,-1.930e+02,97.39,2.969e+01,-1.981e+01,404.0,,,6.30,5.49,-2.80,2000.20,1,q1_q17_dr25_tce,6517.00,155.00,-214.00,4.211,0.153,-0.187,1.4400,0.4390,-0.2930,294.709260,46.384720,13.841
6514,9659022,K05702.01,,CANDIDATE,CANDIDATE,,0,0,0,0,511.882000000,1.5070000e-02,-1.5070000e-02,533.7435000,2.040000e-02,-2.040000e-02,0.5102,0.0810,-0.4133,4.82200,0.84200,-0.84200,6.1000e+02,1.450e+02,-1.450e+02,2.56,1.140e+00,-2.500e-01,241.0,,,0.79,1.05,-0.23,6.50,1,q1_q16_tce,6141.00,163.00,-212.00,4.454,0.051,-0.303,1.0070,0.4490,-0.0980,295.694790,46.319328,15.462
8850,9665503,K07221.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,11.567974732,8.1400000e-07,-8.1400000e-07,137.3409726,5.270000e-05,-5.270000e-05,0.4580,0.0060,-0.0070,5.96595,0.00287,-0.00287,4.1603e+05,1.530e+02,-1.530e+02,45.65,5.990e+00,-2.750e+00,628.0,,,36.66,16.14,-7.64,2341.50,1,q1_q17_dr25_tce,5290.00,159.00,-143.00,4.669,0.028,-0.083,0.6480,0.0850,-0.0390,297.737640,46.358101,15.217
560,9710326,K00947.01,Kepler-737 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,28.599140310,5.4890000e-05,-5.4890000e-05,189.9266700,1.570000e-03,-1.570000e-03,0.0090,0.3740,-0.0090,3.65670,0.05560,-0.05560,1.5851e+03,3.390e+01,-3.390e+01,1.83,1.600e-01,-2.100e-01,298.0,,,1.87,0.52,-0.53,53.80,1,q1_q17_dr25_tce,3755.00,75.00,-84.00,4.781,0.063,-0.031,0.4610,0.0400,-0.0530,291.862850,46.429260,15.190
3547,7466863,K00677.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,11.971062600,2.4070000e-05,-2.4070000e-05,171.0842500,1.550000e-03,-1.550000e-03,0.9990,7.5820,-0.0220,2.76070,0.08220,-0.08220,4.2180e+02,1.200e+01,-1.200e+01,5.84,1.650e+00,-1.830e+00,1044.0,,,280.97,236.24,-165.62,42.60,1,q1_q17_dr25_tce,6312.00,176.00,-220.00,4.127,0.264,-0.154,1.4640,0.4160,-0.4570,297.400970,43.042782,13.768
9404,9710626,K07959.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,371.214540000,2.4070000e-02,-2.4070000e-02,497.5266000,3.590000e-02,-3.590000e-02,1.2540,75.4800,-2.4650,19.40000,2.10000,-2.10000,1.7800e+03,1.540e+02,-1.540e+02,28.21,4.250e+00,-1.690e+00,212.0,,,0.47,0.24,-0.10,14.40,1,q1_q17_dr25_tce,5189.00,171.00,-155.00,4.557,0.028,-0.119,0.8500,0.1280,-0.0510,291.982970,46.486462,15.713
1792,9718066,K02287.01,Kepler-378 b,CONFIRMED,CANDIDATE,0.1990,0,0,0,0,16.092275180,6.1650000e-05,-6.1650000e-05,142.5165900,3.310000e-03,-3.310000e-03,0.9320,0.0270,-0.6540,2.10720,0.09500,-0.09500,1.2850e+02,8.000e+00,-8.000e+00,0.98,9.000e-02,-2.000e-02,503.0,,,15.15,4.04,-1.88,18.10,1,q1_q17_dr25_tce,4657.00,93.00,-93.00,4.641,0.012,-0.048,0.6700,0.0550,-0.0170,294.948580,46.438641,12.485
3744,9718066,K02287.02,Kepler-378 c,CONFIRMED,CANDIDATE,0.0800,0,0,0,0,28.906052600,2.3300000e-04,-2.3300000e-04,158.8243100,6.130000e-03,-6.130000e-03,0.8630,0.0270,-0.5910,3.09900,0.19800,-0.19800,9.9000e+01,8.300e+00,-8.300e+00,0.79,6.000e-02,-2.000e-02,414.0,,,6.94,1.86,-0.86,13.30,2,q1_q17_dr25_tce,4657.00,93.00,-93.00,4.641,0.012,-0.048,0.6700,0.0550,-0.0170,294.948580,46.438641,12.485
2303,9730163,K02704.01,Kepler-445 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.871223664,7.6880000e-06,-7.6880000e-06,133.6425500,1.510000e-03,-1.510000e-03,0.7060,0.0660,-0.4910,1.59160,0.05530,-0.05530,6.4620e+03,1.520e+02,-1.520e+02,1.56,7.000e-01,-2.300e-01,341.0,,,3.18,4.16,-0.99,50.50,1,q1_q17_dr25_tce,3157.00,75.00,-37.00,5.112,0.076,-0.123,0.1800,0.0810,-0.0270,298.736110,46.498634,17.475
2304,9730163,K02704.02,Kepler-445 b,CONFIRMED,CANDIDATE,0.9390,0,0,0,0,2.984157711,8.7490000e-06,-8.7490000e-06,133.1190800,2.790000e-03,-2.790000e-03,0.4500,0.4790,-0.2400,1.26370,0.06670,-0.06670,2.5980e+03,1.290e+02,-1.290e+02,0.92,4.200e-01,-1.400e-01,401.0,,,6.12,8.01,-1.90,24.30,2,q1_q17_dr25_tce,3157.00,75.00,-37.00,5.112,0.076,-0.123,0.1800,0.0810,-0.0270,298.736110,46.498634,17.475
8193,9730163,K02704.03,Kepler-445 d,CONFIRMED,CANDIDATE,,0,0,0,0,8.152758850,6.5890000e-05,-6.5890000e-05,134.1904600,7.920000e-03,-7.920000e-03,0.4610,0.0838,-0.4086,1.74600,0.24000,-0.24000,1.6536e+04,2.312e+03,-2.312e+03,2.44,1.620e+00,-7.000e-01,305.0,,,2.03,4.47,-1.06,9.20,3,q1_q17_dr24_tce,3327.00,125.00,-58.00,5.113,0.140,-0.140,0.1890,0.1250,-0.0540,298.736110,46.498634,17.475
1992,9757613,K00250.02,Kepler-26 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.251213970,1.8140000e-05,-1.8140000e-05,149.8864790,8.540000e-04,-8.540000e-04,0.7490,0.1520,-0.5090,2.03710,0.04470,-0.04470,2.0548e+03,3.320e+01,-3.320e+01,2.64,1.500e-01,-2.000e-01,385.0,,,5.17,1.07,-1.13,68.60,2,q1_q17_dr25_tce,3879.00,77.00,-85.00,4.708,0.045,-0.021,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
2031,9757613,K00250.03,Kepler-26 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.543919702,4.4940000e-06,-4.4940000e-06,136.2607500,1.070000e-03,-1.070000e-03,0.0220,0.2670,-0.0220,1.87170,0.02850,-0.02850,5.0700e+02,1.470e+01,-1.470e+01,1.21,6.000e-02,-1.000e-01,652.0,,,42.68,8.79,-9.36,38.20,4,q1_q17_dr25_tce,3879.00,77.00,-85.00,4.708,0.045,-0.021,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
2252,9757613,K00250.01,Kepler-26 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.282998287,8.0010000e-06,-8.0010000e-06,170.3980900,5.100000e-04,-5.100000e-04,0.0470,0.2330,-0.0470,2.70960,0.01980,-0.01980,2.7947e+03,2.240e+01,-2.240e+01,2.83,1.600e-01,-2.200e-01,431.0,,,8.14,1.68,-1.78,137.20,1,q1_q17_dr25_tce,3879.00,77.00,-85.00,4.708,0.045,-0.021,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
9177,9757613,K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,0.9650,0,0,0,0,46.827677250,9.7940000e-05,-9.7940000e-05,136.7446800,1.790000e-03,-1.790000e-03,0.3930,0.0270,-0.3930,1.90330,0.05690,-0.05690,1.5377e+03,5.290e+01,-5.290e+01,2.13,1.200e-01,-1.600e-01,276.0,,,1.37,0.28,-0.30,32.40,3,q1_q17_dr25_tce,3879.00,77.00,-85.00,4.708,0.045,-0.021,0.5370,0.0300,-0.0410,284.940980,46.566540,15.473
6542,9758615,K05709.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,94.205611590,,,169.2951411,,,,,,6.62000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,285.595430,46.509666,11.613
564,9772531,K00950.01,,CANDIDATE,CANDIDATE,0.9930,0,0,0,0,31.201692472,3.7010000e-06,-3.7010000e-06,183.4076137,9.570000e-05,-9.570000e-05,0.0010,0.3580,-0.1120,2.15663,0.00988,-0.00988,3.4514e+04,7.470e+01,-7.470e+01,8.31,5.200e-01,-6.300e-01,286.0,,,1.59,0.31,-0.32,607.40,1,q1_q17_dr25_tce,3748.00,56.00,-61.00,4.796,0.042,-0.028,0.4490,0.0280,-0.0340,292.657040,46.537338,15.798
627,9825625,K00955.01,Kepler-741 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.039020160,1.4670000e-05,-1.4670000e-05,175.7305900,1.610000e-03,-1.610000e-03,0.0150,0.3530,-0.0150,3.86330,0.04870,-0.04870,5.2980e+02,1.120e+01,-1.120e+01,2.45,8.000e-01,-2.700e-01,1051.0,,,288.92,278.92,-88.31,54.30,1,q1_q17_dr25_tce,6321.00,169.00,-206.00,4.434,0.054,-0.216,1.0580,0.3490,-0.1160,289.431700,46.617531,15.067
4325,9837828,K04670.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.808990760,5.1820000e-05,-5.1820000e-05,132.1907800,6.830000e-03,-6.830000e-03,1.9253,0.0404,-1.3920,2.07700,0.29400,-0.29400,1.1920e+03,1.430e+02,-1.430e+02,89.29,8.700e+01,-8.470e+00,795.0,,,94.48,339.08,-26.08,11.50,1,q1_q17_dr24_tce,4992.00,208.00,-152.00,4.483,0.083,-0.594,0.8540,0.8320,-0.0810,294.580660,46.610592,16.303
