rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8181,10002049,K07270.01,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,19.253212800,2.4870000e-04,-2.4870000e-04,144.8407000,1.180000e-02,-1.180000e-02,0.2470,0.2080,-0.2470,1.67400,0.40400,-0.40400,2.1930e+02,3.960e+01,-3.960e+01,1.42,4.200e-01,-1.400e-01,692.0,,,54.13,46.08,-15.44,7.40,1,q1_q17_dr25_tce,6060.00,162.00,-198.00,4.495,0.050,-0.200,0.9530,0.2770,-0.0920,287.464750,46.968410,15.362
6696,10007492,K05754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,2.645596805,1.3480000e-06,-1.3480000e-06,133.7059530,4.340000e-04,-4.340000e-04,1.2390,2.8900,-0.1110,2.90950,0.02220,-0.02220,1.2727e+03,8.900e+00,-8.900e+00,167.05,2.526e+01,-4.693e+01,2452.0,,,8539.63,3248.45,-4427.83,166.80,1,q1_q17_dr25_tce,4980.00,51.00,-88.00,3.167,0.174,-0.116,5.4430,0.8230,-1.5290,290.086610,46.945202,12.375
1029,10015937,K01720.01,,CANDIDATE,CANDIDATE,0.9990,0,0,0,0,59.658534800,5.5780000e-04,-5.5780000e-04,168.0876400,6.030000e-03,-6.030000e-03,0.9560,0.0030,-0.6750,5.51400,0.35300,-0.35300,1.0438e+03,5.580e+01,-5.580e+01,3.59,3.000e-01,-1.700e-01,393.0,,,5.66,1.41,-0.81,21.20,1,q1_q17_dr25_tce,5243.00,84.00,-73.00,4.547,0.028,-0.077,0.8310,0.0690,-0.0400,293.644170,46.989761,15.742
1339,10019708,K00199.01,Kepler-490 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.268695042,2.6200000e-07,-2.6200000e-07,137.4817205,6.500000e-05,-6.500000e-05,0.0650,0.0810,-0.0440,3.45188,0.00218,-0.00218,1.0091e+04,7.900e+00,-7.900e+00,16.91,2.610e+00,-3.920e+00,1597.0,,,1539.00,624.72,-678.87,1429.90,1,q1_q17_dr25_tce,5927.00,80.00,-80.00,4.046,0.182,-0.098,1.6910,0.2610,-0.3920,295.025670,46.956001,14.879
1383,10019708,K00199.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,8.784582740,7.2520000e-05,-7.2520000e-05,135.3781200,6.780000e-03,-6.780000e-03,0.6810,0.0050,-0.5310,6.45900,0.24400,-0.24400,2.1080e+02,9.200e+00,-9.200e+00,2.60,4.000e-01,-6.000e-01,1149.0,,,411.55,167.07,-181.54,25.90,2,q1_q17_dr25_tce,5927.00,80.00,-80.00,4.046,0.182,-0.098,1.6910,0.2610,-0.3920,295.025670,46.956001,14.879
1140,10028792,K01574.01,Kepler-87 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,114.736580000,1.5010000e-04,-1.5010000e-04,165.1506710,9.770000e-04,-9.770000e-04,0.5950,0.0370,-0.0570,12.03550,0.09210,-0.09210,4.8500e+03,2.220e+01,-2.220e+01,12.28,1.060e+00,-8.900e-01,476.0,,,12.13,3.37,-2.43,230.60,1,q1_q17_dr25_tce,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,297.916870,46.965130,14.600
1141,10028792,K01574.02,Kepler-87 c,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,191.239133000,2.4200000e-03,-2.4200000e-03,286.2203400,7.210000e-03,-7.210000e-03,0.8760,0.0050,-0.6090,16.94200,0.41300,-0.41300,1.0612e+03,2.920e+01,-2.920e+01,6.47,5.600e-01,-4.700e-01,401.0,,,6.14,1.70,-1.23,36.80,2,q1_q17_dr25_tce,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,297.916870,46.965130,14.600
1142,10028792,K01574.03,,CANDIDATE,CANDIDATE,0.9520,0,0,0,0,5.833938570,2.2410000e-05,-2.2410000e-05,132.6342600,3.040000e-03,-3.040000e-03,0.3980,0.0450,-0.3980,4.58130,0.08450,-0.08450,1.3440e+02,8.100e+00,-8.100e+00,1.98,1.800e-01,-1.400e-01,1285.0,,,642.83,178.64,-128.56,17.60,3,q1_q17_dr25_tce,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,297.916870,46.965130,14.600
8506,10028792,K01574.04,,CANDIDATE,CANDIDATE,0.9460,0,0,0,0,8.977288800,1.4510000e-04,-1.4510000e-04,133.4474800,9.610000e-03,-9.610000e-03,0.7020,0.2690,-0.5000,4.72000,0.31000,-0.31000,9.7500e+01,1.000e+01,-1.000e+01,1.79,1.500e-01,-1.300e-01,1113.0,,,362.75,100.80,-72.55,10.30,4,q1_q17_dr25_tce,5597.00,112.00,-101.00,3.963,0.054,-0.045,1.6990,0.1470,-0.1230,297.916870,46.965130,14.600
1032,10080248,K01722.01,Kepler-939 b,CONFIRMED,CANDIDATE,0.8200,0,0,0,0,14.878394500,1.3470000e-04,-1.3470000e-04,142.9684100,6.420000e-03,-6.420000e-03,0.7490,0.1940,-0.5340,7.49100,0.20200,-0.20200,3.2280e+02,1.610e+01,-1.610e+01,1.63,4.900e-01,-1.600e-01,692.0,,,54.19,47.65,-15.35,22.90,1,q1_q17_dr25_tce,5822.00,157.00,-174.00,4.557,0.036,-0.204,0.8370,0.2510,-0.0840,293.865600,47.026829,15.534
6728,10098540,K05764.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,286.022660000,1.6650000e-02,-1.6650000e-02,373.7304000,3.980000e-02,-3.980000e-02,0.3591,0.1081,-0.3590,10.43000,1.60000,-1.60000,1.0360e+03,1.700e+02,-1.700e+02,2.03,1.600e-01,-2.000e-01,180.0,,,0.25,0.08,-0.07,9.80,1,q1_q16_tce,4368.00,131.00,-128.00,4.624,0.055,-0.025,0.6370,0.0490,-0.0640,299.584630,47.000771,15.450
3267,10123064,K00472.01,Kepler-565 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.243748097,3.0560000e-06,-3.0560000e-06,173.5630740,5.800000e-04,-5.800000e-04,0.0320,0.3190,-0.0320,3.36030,0.02340,-0.02340,1.4097e+03,1.180e+01,-1.180e+01,3.16,9.300e-01,-3.100e-01,1063.0,,,301.46,260.03,-81.76,139.80,1,q1_q17_dr25_tce,5873.00,158.00,-158.00,4.554,0.036,-0.204,0.8430,0.2480,-0.0830,283.617950,47.196678,15.000
6751,10130646,K05765.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,390.408320000,1.8430000e-02,-1.8430000e-02,265.4360000,4.120000e-02,-4.120000e-02,0.0407,0.4160,-0.0406,7.91600,0.92300,-0.92300,2.5190e+02,3.490e+01,-3.490e+01,0.63,1.400e-01,-1.100e-01,115.0,,,0.04,0.03,-0.01,8.50,1,q1_q16_tce,3659.00,88.00,-85.00,4.858,0.080,-0.110,0.4000,0.0900,-0.0700,287.429530,47.127609,13.974
3316,10157573,K00726.01,,CANDIDATE,CANDIDATE,0.7610,0,0,0,0,5.115750935,7.8250000e-06,-7.8250000e-06,173.2659900,1.160000e-03,-1.160000e-03,1.4750,37.3800,-0.2730,2.53780,0.06250,-0.06250,1.0558e+03,2.410e+01,-2.410e+01,60.74,1.915e+01,-6.840e+00,1202.0,,,493.38,459.59,-156.49,51.80,1,q1_q17_dr25_tce,6398.00,179.00,-224.00,4.411,0.065,-0.208,1.1010,0.3470,-0.1240,297.432010,47.128551,15.132
7041,10163066,K06215.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,462.123450000,2.1370000e-02,-2.1370000e-02,408.2031000,2.600000e-02,-2.600000e-02,0.2396,0.2508,-0.2395,8.46000,1.30000,-1.30000,6.9900e+02,1.300e+02,-1.300e+02,1.90,9.000e-02,-1.400e-01,169.0,,,0.19,0.05,-0.04,6.90,2,q1_q16_tce,4547.00,152.00,-121.00,4.559,0.046,-0.033,0.7470,0.0370,-0.0560,298.900120,47.146481,15.165
7433,10163067,K07291.01,,CANDIDATE,CANDIDATE,0.9830,0,0,0,0,25.913667400,5.8820000e-04,-5.8820000e-04,131.8232000,1.950000e-02,-1.950000e-02,0.9820,0.0020,-0.6820,10.49800,0.30600,-0.30600,1.0970e+02,7.600e+00,-7.600e+00,3.37,6.000e-01,-1.210e+00,966.0,,,205.72,117.18,-130.12,16.10,1,q1_q17_dr25_tce,6167.00,189.00,-170.00,3.804,0.293,-0.098,2.3460,0.4210,-0.8420,298.900600,47.107769,12.556
1050,10214162,K01724.01,Kepler-941 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,17.423935820,9.2800000e-05,-9.2800000e-05,148.8261400,5.150000e-03,-5.150000e-03,0.9270,0.0020,-0.6690,4.92900,0.14400,-0.14400,7.7090e+02,2.490e+01,-2.490e+01,3.29,1.040e+00,-4.100e-01,722.0,,,64.13,61.52,-22.23,33.20,1,q1_q17_dr25_tce,6018.00,189.00,-231.00,4.460,0.070,-0.210,0.9690,0.3060,-0.1220,294.326350,47.217609,15.601
3339,10259031,K00731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,7.061150810,1.1630000e-05,-1.1630000e-05,169.8642500,1.370000e-03,-1.370000e-03,2.8240,32.4100,-0.1250,3.54700,0.06380,-0.06380,1.5269e+03,2.850e+01,-2.850e+01,171.85,3.992e+01,-1.439e+01,886.0,,,145.61,98.17,-37.24,60.40,1,q1_q17_dr25_tce,5795.00,143.00,-172.00,4.554,0.040,-0.160,0.8480,0.1970,-0.0710,284.675690,47.339211,15.592
8940,1026032,K06252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.460438928,6.2900000e-07,-6.2900000e-07,133.7744903,6.270000e-05,-6.270000e-05,1.0610,0.0170,-0.0080,4.73492,0.00252,-0.00252,7.6413e+04,3.280e+01,-3.280e+01,36.62,6.360e+00,-2.140e+00,804.0,,,98.60,52.46,-21.18,1797.40,1,q1_q17_dr25_tce,5951.00,160.00,-178.00,4.638,0.032,-0.128,0.7020,0.1220,-0.0410,291.044070,36.729271,14.813
5256,10268903,K03773.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.103978000,,,131.5734180,,,,,,0.74000,,,,,,,,,,,,105.80,61.60,-57.37,,1,q1_q17_dr25_tce,,,,,,,,,,289.713040,47.343498,17.362
3497,10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.508057497,3.7800000e-07,-3.7800000e-07,135.0006570,1.240000e-04,-1.240000e-04,0.7420,0.0470,-0.1430,1.11340,0.01670,-0.01670,1.5076e+03,6.200e+00,-6.200e+00,3.25,1.600e-01,-1.200e-01,997.0,,,234.06,45.09,-33.11,312.70,1,q1_q17_dr25_tce,4780.00,95.00,-95.00,4.597,0.015,-0.051,0.7610,0.0380,-0.0270,281.194730,47.497131,12.895
645,10341831,K01164.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.933749941,1.9730000e-06,-1.9730000e-06,133.3842200,1.950000e-03,-1.950000e-03,1.2250,0.0690,-0.2090,6.60600,0.12400,-0.12400,4.1530e+02,5.900e+00,-5.900e+00,12.93,8.300e-01,-8.400e-01,919.0,,,168.44,34.77,-31.19,88.80,1,q1_q17_dr25_tce,3682.00,58.00,-65.00,4.786,0.028,-0.039,0.4800,0.0310,-0.0310,292.738920,47.490730,14.960
5139,10383696,K03671.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,8.487871809,3.9260000e-06,-3.9260000e-06,134.4952780,5.170000e-04,-5.170000e-04,0.9410,0.0370,-0.0320,4.19829,0.00965,-0.00965,1.1881e+05,3.130e+02,-3.130e+02,46.24,1.282e+01,-3.410e+00,798.0,,,96.00,82.28,-23.96,483.90,1,q1_q17_dr25_tce,5553.00,183.00,-183.00,4.558,0.032,-0.189,0.8550,0.2370,-0.0630,280.885800,47.565632,16.947
6374,10387792,K05789.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,383.262170000,1.3290000e-02,-1.3290000e-02,216.1920000,3.660000e-02,-3.660000e-02,0.1407,0.3331,-0.1406,4.84000,1.30000,-1.30000,4.4840e+02,7.350e+01,-7.350e+01,1.57,3.700e-01,-1.500e-01,203.0,,,0.40,0.29,-0.11,11.00,1,q1_q16_tce,5074.00,162.00,-126.00,4.536,0.065,-0.615,0.7610,0.1790,-0.0740,283.463070,47.554600,14.060
4015,10427700,K04394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.616386349,1.1040000e-06,-1.1040000e-06,131.6431500,1.380000e-03,-1.380000e-03,0.2260,0.2300,-0.2260,0.81360,0.05930,-0.05930,7.9400e+01,4.400e+00,-4.400e+00,2.94,6.400e-01,-1.180e+00,3552.0,,,37463.63,24935.48,-25895.29,21.90,1,q1_q17_dr25_tce,5665.00,170.00,-204.00,3.580,0.338,-0.135,3.2660,0.7070,-1.3130,299.419860,47.562832,12.985
2112,10489206,K00251.01,Kepler-125 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,4.164384505,2.1550000e-06,-2.1550000e-06,171.0879350,3.910000e-04,-3.910000e-04,0.5900,0.0560,-0.4290,1.84640,0.02800,-0.02800,2.3380e+03,2.080e+01,-2.080e+01,2.54,1.900e-01,-2.100e-01,590.0,,,28.75,7.06,-6.62,132.10,1,q1_q17_dr25_tce,3808.00,76.00,-84.00,4.754,0.036,-0.036,0.5080,0.0370,-0.0420,298.258120,47.604939,14.752
2170,10489206,K00251.02,Kepler-125 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,5.774403260,3.0590000e-05,-3.0590000e-05,132.9669500,4.550000e-03,-4.550000e-03,0.4250,0.5150,-0.2270,1.76800,0.12700,-0.12700,2.4530e+02,2.350e+01,-2.350e+01,0.80,6.000e-02,-6.000e-02,529.0,,,18.60,4.57,-4.29,11.80,2,q1_q17_dr25_tce,3808.00,76.00,-84.00,4.754,0.036,-0.036,0.5080,0.0370,-0.0420,298.258120,47.604939,14.752
9348,10515564,K08211.01,,CANDIDATE,CANDIDATE,0.2660,0,0,0,0,5.048745100,1.0050000e-04,-1.0050000e-04,134.6825000,1.760000e-02,-1.760000e-02,0.1330,0.3330,-0.1320,4.00700,0.45400,-0.45400,6.7600e+01,1.040e+01,-1.040e+01,0.67,1.500e-01,-5.000e-02,922.0,,,170.39,117.08,-41.29,7.70,1,q1_q17_dr25_tce,5450.00,164.00,-164.00,4.573,0.028,-0.161,0.8300,0.1860,-0.0620,282.050780,47.743992,14.811
9011,10519701,K08212.01,,FALSE POSITIVE,FALSE POSITIVE,0.0790,1,0,0,0,334.874020000,2.4120000e-02,-2.4120000e-02,426.2844000,4.780000e-02,-4.780000e-02,1.1650,6.8910,-0.3310,35.42000,4.10000,-4.10000,3.8780e+02,2.800e+01,-2.800e+01,47.48,8.780e+00,-1.630e+01,408.0,,,6.52,3.78,-4.00,19.10,1,q1_q17_dr25_tce,6122.00,183.00,-165.00,3.811,0.293,-0.098,2.3480,0.4340,-0.8060,284.426330,47.737759,13.381
1515,10525027,K02006.01,Kepler-1049 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.273447840,6.1770000e-06,-6.1770000e-06,134.4502300,1.550000e-03,-1.550000e-03,0.4400,0.4450,-0.2420,1.72920,0.04950,-0.04950,2.6250e+02,9.100e+00,-9.100e+00,0.81,7.000e-02,-7.000e-02,625.0,,,36.05,9.86,-8.49,34.00,1,q1_q17_dr25_tce,3758.00,75.00,-85.00,4.769,0.040,-0.040,0.4960,0.0420,-0.0420,287.346740,47.772961,14.220
5560,10616415,K01999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.120646438,1.3820000e-06,-1.3820000e-06,131.5919700,1.000000e-03,-1.000000e-03,1.1820,4.9890,-0.0130,1.76640,0.05640,-0.05640,3.2250e+02,8.700e+00,-8.700e+00,89.35,2.939e+01,-4.408e+01,2783.0,,,14127.22,13929.17,-10952.97,45.70,1,q1_q17_dr25_tce,4972.00,148.00,-163.00,3.449,0.483,-0.241,4.0340,1.3270,-1.9900,297.613980,47.811401,13.695
7258,10710755,K06080.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,4.816610903,7.3600000e-07,-7.3600000e-07,133.7636360,1.280000e-04,-1.280000e-04,0.4310,0.0250,-0.0180,3.82353,0.00743,-0.00743,8.0226e+04,1.340e+02,-1.340e+02,26.15,6.860e+00,-3.180e+00,1050.0,,,287.30,217.25,-88.86,759.10,1,q1_q17_dr25_tce,5796.00,143.00,-158.00,4.472,0.091,-0.182,0.9040,0.2370,-0.1100,281.936400,48.010059,14.843
6526,10747162,K05826.01,,CANDIDATE,CANDIDATE,,0,0,0,0,30.561533000,3.2560000e-04,-3.2560000e-04,136.0548800,8.140000e-03,-8.140000e-03,0.0124,0.4358,-0.0124,2.22700,0.30800,-0.30800,5.8570e+02,9.720e+01,-9.720e+01,1.53,8.000e-02,-1.500e-01,379.0,,,4.86,1.22,-1.36,6.90,1,q1_q16_tce,4294.00,132.00,-137.00,4.609,0.052,-0.018,0.6640,0.0350,-0.0630,297.390930,48.039280,15.871
9014,10753394,K08215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0100,1,0,0,0,288.678554000,5.9320000e-03,-5.9320000e-03,143.8403000,1.460000e-02,-1.460000e-02,0.7170,0.2500,-0.4970,9.19700,0.67500,-0.67500,2.4250e+02,2.500e+01,-2.500e+01,0.96,7.000e-02,-9.000e-02,172.0,,,0.21,0.06,-0.06,10.80,1,q1_q17_dr25_tce,4326.00,131.00,-131.00,4.667,0.054,-0.027,0.5750,0.0450,-0.0560,298.989320,48.077171,13.145
1470,10779233,K01989.01,Kepler-1040 b,CONFIRMED,CANDIDATE,0.8610,0,0,0,0,201.118319000,1.4610000e-03,-1.4610000e-03,187.5698600,5.290000e-03,-5.290000e-03,0.0010,0.4170,-0.0010,10.32800,0.16500,-0.16500,5.8480e+02,1.920e+01,-1.920e+01,2.28,3.200e-01,-2.000e-01,300.0,,,1.92,0.77,-0.44,34.70,1,q1_q17_dr25_tce,5646.00,101.00,-112.00,4.447,0.072,-0.108,0.9540,0.1350,-0.0830,283.113770,48.131390,13.328
6465,10817600,K05832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0,2.747033120,1.0880000e-05,-1.0880000e-05,131.7910500,3.440000e-03,-3.440000e-03,1.1700,7.1310,-1.0280,2.65500,0.21800,-0.21800,1.5220e+02,9.000e+00,-9.000e+00,61.97,1.254e+01,-2.926e+01,2917.0,,,17132.06,10101.06,-13157.54,23.10,1,q1_q17_dr25_tce,8237.00,198.00,-368.00,3.753,0.451,-0.106,3.1340,0.6340,-1.4800,298.706940,48.100910,12.597
8478,10847907,K07379.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,0.535493486,4.2260000e-06,-4.2260000e-06,131.7432090,3.750000e-04,-3.750000e-04,0.5660,0.4460,-0.4110,2.57000,1.20000,-1.20000,5.4000e+01,2.200e+02,-2.200e+02,1.42,4.000e-01,-5.000e-01,3181.0,,,24045.87,20467.92,-15396.63,5.10,1,q1_q17_dr25_tce,6328.00,177.00,-243.00,4.035,0.276,-0.161,1.8640,0.5360,-0.6550,285.251920,48.286209,13.390
2442,10876237,K02960.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.465943491,5.6040000e-06,-5.6040000e-06,132.3280100,3.240000e-03,-3.240000e-03,0.2110,0.2450,-0.2110,1.51300,0.11700,-0.11700,5.2300e+01,4.100e+00,-4.100e+00,1.60,3.100e-01,-5.700e-01,2472.0,,,8804.60,5152.88,-5557.89,15.80,1,q1_q17_dr25_tce,6230.00,171.00,-171.00,3.847,0.300,-0.100,2.1900,0.4220,-0.7840,297.317600,48.239368,13.147
8064,10936427,K07390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,14.361021578,1.9620000e-06,-1.9620000e-06,138.8429860,1.110000e-04,-1.110000e-04,0.0030,0.0000,-0.0030,13.28950,0.00588,-0.00588,4.5988e+05,2.120e+02,-2.120e+02,45.90,4.400e+00,-3.910e+00,594.0,,,29.44,10.33,-7.34,2599.00,1,q1_q17_dr25_tce,5229.00,156.00,-140.00,4.607,0.072,-0.048,0.6680,0.0640,-0.0570,298.343810,48.335892,14.419
721,10963242,K01312.01,Kepler-814 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,6.146995600,2.3680000e-05,-2.3680000e-05,135.0738500,3.300000e-03,-3.300000e-03,0.0830,0.3710,-0.0830,3.31530,0.09990,-0.09990,2.4960e+02,1.100e+01,-1.100e+01,2.04,3.400e-01,-2.700e-01,1164.0,,,433.72,186.93,-127.45,25.80,1,q1_q17_dr25_tce,6110.00,79.00,-85.00,4.285,0.099,-0.121,1.2960,0.2150,-0.1760,284.910490,48.431641,14.706
5471,10963242,K01312.02,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,31.246110880,,,138.4604477,,,,,,4.76000,,,,,,,,,,,,,,,,,,,,,,,,,,,284.910490,48.431641,14.706
8822,10989274,K06233.01,Kepler-1645 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.178030000,5.0990000e-02,-5.0990000e-02,132.3260000,3.450000e-01,-3.450000e-01,0.0810,0.2650,-0.0810,5.18000,5.90000,-5.90000,4.4900e+02,2.273e+03,-2.273e+03,2.25,7.000e-01,-3.000e-01,754.0,,,76.54,69.28,-26.12,6.00,1,q1_q17_dr25_tce,5929.00,160.00,-196.00,4.413,0.070,-0.210,1.0690,0.3300,-0.1410,297.479460,48.418571,14.472
3654,10992011,K04025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.974479091,3.3810000e-06,-3.3810000e-06,132.3724600,3.000000e-03,-3.000000e-03,0.2240,0.2190,-0.2240,1.86600,0.12400,-0.12400,2.2120e+02,1.150e+01,-1.150e+01,1.19,1.100e-01,-1.300e-01,1513.0,,,1239.32,451.75,-380.05,25.30,1,q1_q17_dr25_tce,5043.00,168.00,-152.00,4.502,0.096,-0.072,0.8190,0.0770,-0.0940,298.535490,48.419479,14.655
327,11180361,K00971.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,0.533059312,,,171.2274419,,,1.2630,,,1.86210,,,1.4958e+03,,,133.56,2.598e+01,-7.791e+01,5862.0,,,277887.70,170694.09,-236607.72,179.60,1,q1_q17_dr25_tce,8523.00,267.00,-326.00,3.559,0.639,-0.071,4.0510,0.7880,-2.3630,286.019200,48.866741,7.748
4272,11243547,K04517.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1,2.161326620,1.6300000e-05,-1.6300000e-05,131.9023600,5.950000e-03,-5.950000e-03,0.7780,0.1620,-0.5260,4.48700,0.16100,-0.16100,1.1220e+02,5.100e+00,-5.100e+00,0.50,4.000e-02,-6.000e-02,687.0,,,52.58,15.13,-14.37,25.30,1,q1_q17_dr25_tce,3754.00,67.00,-67.00,4.818,0.060,-0.040,0.4300,0.0410,-0.0500,291.542140,48.991192,14.751
7441,11250867,K07428.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.252822538,1.3400000e-07,-1.3400000e-07,131.6331462,4.860000e-05,-4.860000e-05,0.6210,0.0440,-0.0120,3.41062,0.00162,-0.00162,2.6985e+05,9.220e+01,-9.220e+01,57.60,1.502e+01,-8.120e+00,1462.0,,,1078.82,827.50,-373.23,1575.90,1,q1_q17_dr25_tce,6116.00,164.00,-182.00,4.431,0.105,-0.180,0.9510,0.2480,-0.1340,294.974150,48.944580,13.387
7499,11288492,K07434.01,,CANDIDATE,CANDIDATE,0.9860,0,0,0,0,5.704593000,4.4390000e-05,-4.4390000e-05,134.4010200,6.660000e-03,-6.660000e-03,0.2850,0.1820,-0.2850,1.14900,0.23100,-0.23100,1.2990e+02,2.270e+01,-2.270e+01,0.95,2.000e-01,-8.000e-02,900.0,,,154.92,98.02,-39.91,8.50,1,q1_q17_dr25_tce,5523.00,149.00,-166.00,4.566,0.034,-0.145,0.8320,0.1760,-0.0700,287.048430,49.028610,14.572
7501,11296724,K07437.01,,CANDIDATE,CANDIDATE,0.6680,0,0,0,0,1.999724400,1.9790000e-05,-1.9790000e-05,131.9304500,9.060000e-03,-9.060000e-03,0.3700,0.0960,-0.3700,1.97600,0.32200,-0.32200,8.5100e+01,1.650e+01,-1.650e+01,0.84,2.000e-01,-9.000e-02,1385.0,,,870.41,608.84,-251.28,8.90,1,q1_q17_dr25_tce,5838.00,146.00,-175.00,4.529,0.042,-0.178,0.8970,0.2160,-0.0930,291.720180,49.084541,15.512
1562,11298298,K01802.01,Kepler-956 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.248667607,6.0640000e-06,-6.0640000e-06,135.5167080,9.620000e-04,-9.620000e-04,0.8470,0.0050,-0.5870,1.91700,0.02970,-0.02970,6.0120e+02,1.190e+01,-1.190e+01,2.84,4.300e-01,-2.000e-01,1056.0,,,293.42,117.44,-53.09,59.50,1,q1_q17_dr25_tce,5807.00,78.00,-78.00,4.437,0.051,-0.119,1.0120,0.1540,-0.0710,292.530820,49.061710,13.345
1149,11337141,K01649.01,,CANDIDATE,CANDIDATE,0.9920,0,0,0,0,4.043552450,1.2550000e-05,-1.2550000e-05,131.6299500,2.650000e-03,-2.650000e-03,0.9840,0.0490,-0.7050,1.96500,0.16000,-0.16000,4.1620e+02,2.200e+01,-2.200e+01,1.75,1.400e-01,-9.000e-02,613.0,,,33.34,8.66,-5.82,21.20,1,q1_q17_dr25_tce,3871.00,77.00,-84.00,4.744,0.021,-0.053,0.5320,0.0420,-0.0270,284.132870,49.142609,14.963
7148,11341164,K06238.01,,CANDIDATE,CANDIDATE,,0,0,0,0,197.054315740,,,266.1346771,,,,,,6.38000,,,,,,,,,,,,,,,,3,q1_q16_tce,,,,,,,,,,286.728970,49.154945,12.366
2288,11403389,K02482.01,Kepler-1251 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,45.090920100,4.7490000e-04,-4.7490000e-04,133.5514600,8.330000e-03,-8.330000e-03,0.9570,0.0090,-0.7540,4.60500,0.18200,-0.18200,4.3630e+02,3.420e+01,-3.420e+01,2.44,7.000e-01,-2.400e-01,487.0,,,13.27,11.16,-3.77,14.10,1,q1_q17_dr25_tce,5790.00,156.00,-190.00,4.528,0.036,-0.204,0.9000,0.2580,-0.0860,292.115170,49.256432,14.976
7264,11408935,K06086.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,15.995094054,1.8240000e-06,-1.8240000e-06,147.3054070,9.580000e-05,-9.580000e-05,0.2720,0.0190,-0.0170,8.45037,0.00572,-0.00572,4.4315e+04,2.640e+01,-2.640e+01,17.09,4.630e+00,-1.230e+00,676.0,,,49.26,39.22,-11.71,2019.70,1,q1_q17_dr25_tce,5899.00,159.00,-177.00,4.574,0.034,-0.195,0.8050,0.2180,-0.0580,294.780790,49.273621,15.284
